brands_tag,brands,sample_codes,count,row_number
invitation-a-la-ferme,Invitation à la Ferme,"[0206246011439, 3760284321181, 3760284322065, 2000000117725, 2000000117730, 2000000117735, 2000000117736, 2000000117747, 3770000451900, 3770000451283, 3770000451351, 3770000451756, 2000000117721, 2000000117727, 2000000117729, 3760284321464, 3770000451443, 3760284321877, 3760284321532, 2600493010890]",86,1
loeul-et-piriot,LOEUL ET PIRIOT,"[2297823040346, 2458984054256, 2427268021383, 2402690084885, 2404914063898, 3277820075816, 2221074043627, 2221075029910, 2427270060288, 2439898029783, 2404915048153, 2201781094921, 3277820074888, 3277820073515, 2458988038375, 2573146006062, 2250258040930, 2339891006142, 2221095119257, 2873102049394]",86,1
gimoka,Gimoka,"[8003012009018, 8003012009438, 8003012002026, 8003012001098, 8003012006352, 8003012015637, 8003012008561, 8003012008578, 8003012000060, 8003012006727, 8003012010038, 8003012003009, 8003012008103, 8003012008165, 8003012001975, 8003012005478, 8003012013497, 8003012015217, 8003012010977, 8003012014258]",85,1
martin-pouret,Martin Pouret,"[3165357519029, 3165351750886, 3165351750480, 3165350000173, 3165350112579, 3165350142576, 3165350275069, 3165350450084, 3165350915026, 3165351925222, 3165352220005, 3165356120004, 3165355620000, 3165355295826, 3165356220803, 3165351725228, 3165355120005, 3165355431002, 3165355920803, 3165356050066]",85,1
michelina-s,Michelina's,"[0717854165082, 0717854105583, 0717854214278, 0717854104326, 0717854155007, 0717854213165, 0717854211024, 0073369060435, 0073369070243, 0073369149949, 0717854165235, 0717854221016, 0717854165013, 0717854010948, 0717854215015, 0717854215176, 0717854165020, 0717854154192, 0717854030106, 0717854104302]",85,1
pinnacle-foods-group-llc,"Wish-Bone,  Pinnacle Foods Group Llc","[0041321005381, 0041321005718, 0041321005770, 0041321006159, 0041321006913, 0041321078101, 0041321142192, 0041321203817, 0041321203893, 0041321261459, 0041321261466, 0041321265327, 0041321005374, 0041321005466, 0041321005503, 0041321005510, 0041321005541, 0041321006067, 0041321006111, 0041321006326]",85,1
rocka-nutrition,Rocka Nutrition,"[4251105515371, 4251105520696, 4251105520610, 4251105517757, 5255145511392, 4251105504788, 4251105514954, 4251105500018, 4251105511243, 4251105517139, 4251105518648, 4251105510529, 4251105510376, 4251105519232, 4251105519553, 4251105521204, 4251105521105, 4251105513759, 4251105519973, 4251105511182]",85,1
yakult,Yakult,"[7501025511296, 8992994110112, 8713108444417, 8888328896015, 8713108001528, 8888328896145, 11210340, 8713108020642, 8888328896022, 4891014896101, 8713108030832, 7501025511302, 8713108010025, 75031572, 31534055, 8713108000811, 8713108000026, 5036589253136, 45208829, 7503020964206]",85,1
master,Master,"[4800134103013, 8009344101130, 4800134101040, 1203043399264, 5283003399400, 5283003399318, 8009344200260, 5283003399578, 8009344200178, 5283003396140, 5283003399349, 5283003399325, 5283003399370, 5283003303063, 10645749, 5283003399462, 4710678230314, 8009344000129, 5283003309447, 3871354004108]",85,1
trifecta,Trifecta,"[0810118754111, 0810118750496, 0810118754456, 0810118754159, 0810118754340, 0810118754135, 0810118753800, 0810118754210, 0810118754142, 0810118752230, 0810118754203, 0810118753916, 0810118752834, 0810118750885, 0810118754814, 0810118753961, 7191113850781, 0810118752865, 0810118754234, 0810118754241]",85,1
bambi,Bambi,"[8600043028935, 8600043028836, 01568114, 8600043000023, 8600043007800, 8600043016017, 8600043028133, 8600043022537, 4809010209412, 8600043034356, 8600043030280, 8600043026429, 8600043023411, 8600043007817, 8600043032116, 8600043030556, 8600043022346, 8600043000016, 8600043023619, 4809010209634]",85,1
bundaberg,Bundaberg,"[9311493002282, 49380286, 9311493003081, 9311866009344, 9311493002534, 9311493000349, 9311493002985, 9311493004286, 13114939, 9311493003999, 9311493003357, 0079373000283, 9311493004026, 9311866011620, 9311493003500, 9311493000165, 9311493002640, 93238946, 9311866009412, 0211122497115]",85,1
coop-qualite-prix,Coop Qualité & Prix,"[7627534138066, 7610849381500, 2102817017054, 7624841783705, 5621535122804, 7624841243643, 2110501006604, 7610807165197, 7610849780655, 2412122016650, 7613379938725, 7627535697869, 7627534004620, 7624841335294, 7613379938749, 2107084013808, 7624841907651, 2411745005355, 7627535291739, 7613356373792]",85,1
mlekpol,Mlekpol,"[5900820002954, 5900820005511, 5900820013349, 5900820004316, 5900820019464, 5900820007874, 5901194000324, 5900820019471, 5900820019440, 5900820021023, 5900820021832, 5900820003661, 5900820008925, 5900820011536, 5900820008406, 5900820001858, 5900820007737, 5900820007751, 5900820005740, 5900820020538]",85,1
selection-des-comptoirs,Sélection des comptoirs,"[3760239181303, 3760239182782, 0760239182805, 3760239182171, 3760239182294, 3760239181181, 3760239181471, 3760239182560, 3760239180696, 3760239183093, 3760239181419, 3760239181358, 3760239182065, 3760239183659, 3760239184717, 3760239180658, 3760239184489, 3760239180641, 3760239181341, 3760239181990]",85,1
bionaturae,Bionaturae,"[8034063246367, 0799210222219, 0799210222271, 0799210434063, 0799210555515, 0799210555539, 0799210666655, 0799210545462, 8034063246749, 8034063246787, 8034063241485, 8034063245827, 8034063246138, 8034063246169, 8034063246299, 8034063246879, 8034063246756, 0799210434056, 0799210634012, 0799210666648]",85,1
girolomoni,Girolomoni,"[8032891760178, 8032891761731, 8032891760017, 8032891760109, 8032891760154, 8032891761052, 8032891760369, 8032891761380, 00516358, 8032891763087, 8032891760123, 6037621760017, 8032891761373, 8032891760413, 8032891760307, 8032891760093, 8032891768488, 8032891761069, 8032891761397, 8032891768129]",85,1
mercator,Mercator,"[3838606751654, 2000014119024, 3838900941584, 7896333044261, 8423025000190, 3838900943496, 3838900975329, 3850334152398, 3838900840054, 3838900951088, 3838900931318, 3838900936313, 2334430003927, 3838900933497, 3838900822272, 3838900986905, 3838900953488, 3838900821084, 3850334045607, 3838900838013]",85,1
chocxo,Chocxo,"[0068116107174, 16663914, 0068116103435, 0068116102810, 0068116106191, 0068116106085, 0068116106092, 0068116106146, 0068116106009, 0068116106016, 0068116106030, 0068116105330, 0068116105347, 0068116105354, 0068116501293, 0068116105651, 0068116106740, 0068116103831, 0068116107167, 0068116106672]",85,1
ebly,Ebly,"[0032000007444, 2487946444583, 3487400003584, 3937400004437, 3487400002679, 3487400003249, 2487464300408, 3487400002433, 5010034950009, 64645353, 01451855, 05046988, 05056549, 05077713, 3487400004390, 3483050444937, 3487400003157, 3487400444653, 5417146000392, 3307350000696]",85,1
fresh-foods-market,Fresh Foods Market,"[0761088191775, 0761088191850, 0072036955593, 0011110111081, 0011110111395, 0011110111531, 0011110111661, 0011110111739, 0011110111791, 0011110111845, 0011110658524, 0011110658579, 0072036953339, 0761088191911, 0761088801735, 0761088801919, 0011110111432, 0011110111715, 0011110192257, 0011110658517]",85,1
good-sense,Good Sense,"[0030243862769, 0030243863490, 0030243726439, 0032043868709, 0030243696227, 0030243788250, 0030243861236, 0030243787239, 0030243847803, 0030243865197, 0030243630283, 0030243868433, 0030243860568, 0030243863131, 0030243847933, 0030243867436, 0030243743716, 0030243681339, 0030243787215, 0030243860499]",85,1
kewpie,Kewpie,"[0033357052194, 0033357044403, 02817411, 9555582200917, 8852022032598, 0033357042201, 7901147048234, 10033357052085, 4901178056423, 4901577083600, 8852022003260, 8852022131383, 8719189240177, 4901577073564, 4901577048234, 0033357052088, 8936066341370, 49843330, 0033357042300, 8852511011448]",85,1
cuisine-co,Cuisine & Co,"[7807910027706, 7807910029229, 7807910042952, 7807910038849, 7804684740053, 7807910039778, 7792052177863, 2498504058647, 7807910041856, 7807910042341, 7807910039358, 7807910027683, 7807910038092, 7804661180414, 7807910035442, 7807910038429, 7807910026242, 7792052178396, 7807910031215, 7801300003615]",85,1
casa-morando,Casa Morando,"[2000000091098, 27031933, 27021620, 24052009, 24026147, 24052078, 24052436, 16589186, 27070864, 29008124, 29020409, 26051819, 24075015, 02896111, 24052412, 24057097, 22021809, 0506603347431, 26025759, 24007405]",85,1
germline,Germline,"[3465511710607, 3465511690602, 3465511311378, 3465511710751, 3465511883059, 3465511901753, 3465511902002, 3465511970506, 3465511119103, 3465511612109, 3465511107155, 3465511115150, 3465511200337, 3465511201006, 3465511901708, 3465511021000, 3465511101030, 9272279112222, 3465511930104, 2000000151152]",85,1
excellence,Excellence,"[26052090, 2006050052516, 26022185, 7613269779834, 26003450, 26028521, 26049052, 27023303, 0087034040790, 22139580, 26039701, 2006050105465, 26039367, 26043043, 26078618, 26082196, 26087030, 5412873062828, 27053867, 27031780]",85,1
mon-marche-plaisir,Mon Marché Plaisir,"[3250391993239, 3250392747299, 3250392814816, 3250392590598, 3250391532582, 3250392600259, 3250392065072, 3250392129132, 3250392149239, 3250392775926, 3250391532605, 30168893, 3250391993185, 3250391993253, 3250392067298, 3250392109042, 3250392293062, 3250392473341, 3250392473365, 3250392612856]",85,1
saskia,Saskia,"[4056489150619, 20384838, 4056489226048, 4056489305170, 42425977, 4056489451815, 42376125, 4056489236948, 20800390, 20044114, 20270476, 4056489012252, 42376163, 20424947, 4056489665458, 12948000, 42376194, 20642457, 42276074, 42341529]",85,1
r-w-knudsen,R.W. Knudsen,"[0074682200591, 0074682103090, 0074682123128, 0074682111477, 0074682104219, 0074682510249, 0074682511024, 0074682200522, 0074682111422, 0074682118346, 0074682103311, 0074682151206, 0074682200287, 0074682107838, 0074682107524, 0074682123296, 0074682107319, 0074682103502, 0074682107272, 0074682200263]",85,1
vigor,VIGOR,"[7891999007018, 7891999007735, 7891999001979, 8007990111411, 7891999000088, 7896625210312, 7891999015679, 7891999003683, 7891999015228, 7896625211210, 7891999000576, 7891999690135, 7896625211142, 7891999000071, 7891999471208, 7896625210527, 7891999861504, 7891999005830, 7891999014153, 7891999904805]",85,1
wish-bone,"Wish-Bone,  Pinnacle Foods Group Llc","[0041321005701, 0041321006074, 0041321006616, 0041321006951, 0041321012020, 0041321012129, 0041321078354, 0041321193385, 0041321005114, 0041321005251, 0041321005411, 0041321005565, 0041321005596, 0041321005732, 0041321080005, 0041321193378, 0041321212543, 0041321360039, 0041321005213, 0041321005534]",85,1
altiflore,Altiflore,"[3598050004774, 3598050004132, 3598050004736, 3598050000325, 3598050000394, 3598050000882, 3598050000912, 3598050002817, 3598050003111, 3598050004439, 3598050004590, 3598050005139, 3598050004880, 3598050004620, 3598050004743, 3598050004866, 3598050005405, 3598050000202, 3598050000349, 3598050000950]",85,1
international-delight,"International Delight,  Dean Foods Company","[0041271004724, 0041271008845, 0041271017816, 0041271019971, 0041271021486, 0041271022414, 0041271022568, 0041271022759, 0041271025774, 0041271027037, 0041271027044, 0041271027693, 0041271027716, 0041271027723, 0041271009248, 0041271009354, 0041271017519, 0041271021455, 0041271022445, 0041271022797]",85,1
lehmann,Lehmann,"[3700613100339, 2209180000000, 3700613101268, 3700613100032, 3700613100056, 3700613100094, 3700613100100, 3700613100148, 3700613100186, 3700613100438, 3700613100469, 3700613101084, 3700613101237, 3700613100360, 3700613101381, 3700613102180, 3700613100674, 3700613100131, 3700613101275, 3700613102098]",85,1
virginia,Virginia,"[8001311441003, 8001311222183, 8001311173621, 8001311043726, 8001311441027, 8001311483324, 0213117203480, 8001311601094, 8001311492289, 8001311484048, 8001311490629, 8001311173607, 8001311430236, 8001311180964, 8001311360298, 8001311330147, 8001311043597, 8001311180049, 8001311030368, 8001311130013]",85,1
pickerd,Pickerd,"[4022500136863, 40225968, 4022500137594, 40225159, 4022500142758, 4022500135699, 4022500142352, 4022500142741, 40225180, 4022500131523, 4022500138010, 40255500142819, 4022500137433, 4022500130113, 4022500137563, 4022500142918, 40225104, 40225227, 4022500133688, 4022500142321]",85,1
cypressa,Cypressa,"[5000362250001, 5000362211156, 5000362002822, 5000362128065, 50362103, 50362042, 5000362400208, 5000362000095, 5000362000286, 5000362108142, 6550569129208, 5000362256539, 5000362109705, 5000362282255, 5000362604606, 5000362120984, 5000362250254, 5000362000316, 5000362000347, 5000362000002]",85,1
guichard-perrachon,Guichard Perrachon,"[3222470110110, 3222470110400, 3222470111070, 3222470111469, 3222470111612, 3222470112190, 3222470114590, 3222476471802, 3222470111100, 3222470111513, 3222470111315, 3222477444317, 3222470102900, 3222470104300, 3222470106700, 3222470107400, 3222470110790, 3222470112145, 3222470112800, 3222470113050]",85,1
maffei,Maffei,"[8003039016242, 8003039015238, 8003039014132, 16386737, 8003039016051, 8003039015504, 8003039014927, 8003039000609, 8003039015788, 8003039011988, 8003039000616, 8003039009060, 8003039014149, 8003039015320, 8003039014811, 8003039015474, 8003039014125, 8003039014804, 8003039010356, 8003039014071]",85,1
saladinettes,Saladinettes,"[4056489614340, 4056134093346, 20035143, 20379070, 20792848, 4056489614302, 4056489513797, 36163632, 4056489614319, 4056289367071, 4056489781950, 20023775, 20638443, 20713447, 10176153, 13035143, 20439163, 0542002666735, 4056489514312, 59835653]",85,1
vieira,Vieira,"[5601008101987, 5601008100126, 5601008600695, 5601008602279, 5601008200833, 8435239200129, 5601008102755, 5601008602569, 5601008100560, 5601008100904, 5601008101246, 5601008200062, 5601008600817, 5601008701316, 5601008701347, 5601008102786, 5601008101314, 5601008414292, 5601008601043, 5601008200864]",85,1
ella-s-kitchen,Ella's Kitchen,"[0845901000533, 0845901000755, 5060503500440, 5060107336520, 5060107333970, 5060107332287, 5060107336018, 5060107339965, 5060107339750, 5060107337312, 5060107334281, 5060107337534, 5060107332645, 0845901000700, 06285890, 5060107330405, 5060107337336, 5060503504974, 5060107335462, 5060107337930]",85,1
la-cuisine-du-poissonnier,La Cuisine du Poissonnier,"[3770011899272, 46020031, 3348700069567, 3348700200601, 3435020029996, 3456700230211, 3660014118343, 3302100009585, 2698158034633, 3302100009851, 6300002002809, 3348700200496, 3492500065882, 3492500070718, 3456700231164, 3456700231171, 3418840740074, 3303640009042, 3348700081712, 3760105176341]",85,1
piramide,Piramide,"[8711812419172, 8711743550043, 8711812418557, 8711812420857, 8711812419387, 8711812420994, 8711812419189, 8711812418908, 8711812420437, 8711812420086, 8711812480226, 8711812418342, 8711812419523, 8711812421557, 8711812419035, 8711812421076, 8711812419592, 8711812425258, 8711743207503, 8711743200450]",85,1
prince-de-bretagne,Prince de Bretagne,"[3370563700127, 3370562000020, 3370560501420, 7034368663433, 3370560500942, 3370560501154, 3370561600412, 3370569802382, 3370569803754, 3370569802368, 3370560600208, 3370560302263, 3370560500508, 3370560600277, 3436907302508, 3370569803372, 3370569803778, 3370569802955, 3370560900032, 3370562601418]",85,1
black-diamond,Black Diamond,"[0068200856285, 0068200858470, 0068200478425, 0068200858739, 0068200815565, 1428988687096, 0068200805153, 0068200805030, 0023540689375, 0068200945170, 0068200885391, 0068200885513, 0068200885285, 0068200885117, 0068200858210, 0068200811710, 0070153201227, 0068200877815, 0068200885193, 0068200858463]",85,1
mosaique,Mosaïque,"[3700483800674, 3700483800612, 3700483800124, 3700483800087, 3700483800469, 3700483800728, 3700483800926, 3700483800049, 3700483801596, 3700483801503, 3700483801978, 3700483800438, 3700483800162, 3700483801572, 3700483801756, 3700483801305, 3700483800353, 3700483800520, 3700483800681, 3700483800933]",85,1
jampi,Jampi,"[3574103975512, 3574100075048, 3574100994509, 3574100753113, 3574100001481, 3574100075093, 3574100075154, 3574100075307, 3574100075444, 3574100099747, 3574100410078, 3574100043795, 3574100099907, 3574100099532, 3574100075123, 3574100075147, 3574100399311, 3574100099846, 3574100075246, 3574100994516]",84,1
jensen-co-as,JENSEN & CO AS,"[5060107338036, 8006040000484, 5700551130595, 5700551151552, 5700551110672, 3045206157728, 5060107338098, 5700551124129, 7055080003208, 5700551460012, 5060107339491, 5700551130625, 5700551151590, 5060503500594, 5060107336841, 5700551140655, 7055080003277, 5700551127472, 5060107330214, 5060503501287]",84,1
